person_id,year,name,age,age_group,gender,ethnicity,marital_status,education_level,employment_status,num_children,disability_flag,primary_language,immigration_status,housing_tenure,annual_income_bracket,socio_economic_status,household_type,overcrowding_flag,damp_and_mould,single_parent_flag,council_tax_arrears,eviction_flag,history_temp_accommodation,temp_accommodation_status,familiar_domestic_abuse_flag,social_worker_involvement,youth_justice_history,school_attendance,future_homeless,risk_score
d4bf924c,2020,Dylan Miller,7,0‑17,Male,White‑Other,Single,GCSE/O‑Level,Student,1,0,English,British citizen,Private rented,<£10k,Medium,Private,0,0,0,0,0,0,None,0,0,0,None,0,0.07
ffeb0452,2020,Brian Ramirez,16,0‑17,Male,White‑British,Single,Vocational,Employed‑full‑time,0,0,English,Settled,Owner‑occupied,<£10k,Low,Private,0,0,0,0,0,True,Rough sleeping,0,0,0,Full,0,0.12000000000000001
2a79265d,2020,Holly Wood,56,55‑64,Male,White‑British,Divorced,A‑Level,Retired,0,0,English,British citizen,Living with relatives,<£10k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
61a452a4,2020,Derek Zuniga,28,25‑34,Female,White‑British,Married/Civil partnership,No formal,Unemployed,0,0,English,British citizen,Owner‑occupied,£45‑60k,Medium,Private,0,0,0,1,0,0,None,1,0,0,N/A,0,0.12000000000000001
ec499865,2020,Lisa Jackson,51,45‑54,Male,Other,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,1,0,Urdu,British citizen,Private rented,<£10k,High,Private,1,1,1,0,0,0,None,0,0,0,N/A,0,0.17
56230719,2020,Carla Gray,28,25‑34,Female,Other,Single,Postgraduate,Employed‑full‑time,3,0,Other,British citizen,Private rented,£45‑60k,Low,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
86e2d76a,2020,Margaret Hawkins DDS,32,25‑34,Male,White‑British,Single,Postgraduate,Disabled‑not‑working,1,0,Arabic,British citizen,Owner‑occupied,>£60k,Low,Public,0,0,0,0,0,0,None,1,1,0,N/A,0,0.12000000000000001
5309e57f,2020,Patty Perez,16,0‑17,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Disabled‑not‑working,2,0,English,British citizen,Social housing,£45‑60k,High,Public,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
5462c072,2020,Ethan Adams,13,0‑17,Female,Black‑African,Married/Civil partnership,Vocational,Employed‑part‑time,2,0,English,British citizen,Owner‑occupied,£45‑60k,Low,Private,0,0,1,1,0,0,None,0,0,0,Full,0,0.12000000000000001
ad6e0c8c,2020,Tommy Walter,52,45‑54,Female,White‑Other,Cohabiting,Undergraduate,Employed‑full‑time,2,0,Other,British citizen,Owner‑occupied,£30‑45k,Low,Private,1,1,1,0,0,0,None,0,0,0,N/A,0,0.17
cb336c20,2020,Matthew Foster,21,18‑24,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,0,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,1,0,0,1,0,0,None,1,0,0,N/A,0,0.17
d8658b90,2020,Judy Baker,42,35‑44,Male,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,1,1,English,Settled,Social housing,£30‑45k,Low,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
36049bfc,2020,Justin Baker,58,55‑64,Male,White‑British,Single,A‑Level,Unemployed,1,0,English,British citizen,Private rented,£30‑45k,Medium,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
2fa1aa84,2020,Stephanie Ross,47,45‑54,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Disabled‑not‑working,0,0,Other,Pre‑settled,Social housing,£10‑20k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
43d7360c,2020,Zachary Hicks,28,25‑34,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑part‑time,1,0,English,British citizen,Homeless/temporary,£20‑30k,Medium,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
230fea03,2020,Anthony Rodriguez,30,25‑34,Non‑binary,Black‑African,Divorced,GCSE/O‑Level,Employed‑full‑time,1,0,English,Settled,Owner‑occupied,£10‑20k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
5bb95a7c,2020,Rebecca Henderson,49,45‑54,Male,White‑British,Cohabiting,GCSE/O‑Level,Unemployed,2,0,English,British citizen,Owner‑occupied,£45‑60k,Medium,Private,0,0,0,0,0,0,None,0,1,0,N/A,0,0.07
7379ff7b,2020,James Ferrell,23,18‑24,Female,White‑British,Cohabiting,No formal,Retired,0,0,Arabic,British citizen,Owner‑occupied,£45‑60k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
0d184fb3,2020,Tricia Valencia,38,35‑44,Female,White‑Other,Single,Undergraduate,Disabled‑not‑working,1,0,Polish,British citizen,Private rented,£30‑45k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
a6586602,2020,Nathan Maldonado,19,18‑24,Female,White‑British,Single,No formal,Employed‑full‑time,1,0,English,British citizen,Living with relatives,£20‑30k,Medium,Private,0,0,0,0,0,True,B&B,0,0,0,N/A,0,0.12000000000000001
59c706e8,2020,Debra Davidson,31,25‑34,Female,Other,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,1,0,0,0,0,0,None,0,0,0,N/A,0,0.07
bc66f586,2020,Jeffrey Chavez,19,18‑24,Female,White‑British,Single,A‑Level,Employed‑full‑time,0,0,Polish,British citizen,Owner‑occupied,£10‑20k,High,Private,0,1,1,0,0,0,None,0,0,0,N/A,0,0.12000000000000001
2b651278,2020,Sherri Baker,29,25‑34,Female,White‑British,Single,Undergraduate,Employed‑full‑time,0,0,English,British citizen,Private rented,£20‑30k,Medium,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
92c02307,2020,Cassandra Gaines,51,45‑54,Male,Mixed,Married/Civil partnership,GCSE/O‑Level,Retired,1,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,True,Hostel,1,0,0,N/A,1,0.17
69c72e3f,2020,Elizabeth Fowler,40,35‑44,Female,South‑Asian,Single,No formal,Employed‑full‑time,3,0,English,Asylum seeker,Owner‑occupied,£20‑30k,Medium,Private,1,1,0,1,0,0,None,0,0,0,N/A,0,0.17
a133fead,2020,Brittany Farmer,11,0‑17,Female,White‑British,Married/Civil partnership,A‑Level,Disabled‑not‑working,1,1,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,1,1,0,0,None,0,0,0,Partial,0,0.12000000000000001
e3671518,2020,Paula Moreno,43,35‑44,Female,White‑British,Divorced,GCSE/O‑Level,Disabled‑not‑working,0,0,English,Pre‑settled,Social housing,£45‑60k,Low,Private,0,0,0,0,0,0,None,0,1,0,N/A,0,0.07
7ae5abeb,2020,Fred Smith,13,0‑17,Female,White‑British,Divorced,No formal,Student,0,0,Other,Refugee,Private rented,£45‑60k,Low,Public,0,0,1,0,0,1,None,0,0,0,Full,0,0.12000000000000001
32671cf4,2020,Sherry Decker,25,25‑34,Female,East‑Asian,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,1,0,English,Asylum seeker,Social housing,>£60k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
f7341b85,2020,Anthony Humphrey,49,45‑54,Female,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,0,1,English,Other,Owner‑occupied,£20‑30k,Low,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
4f8ccd1e,2020,Angelica Tucker,37,35‑44,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,0,0,English,British citizen,Living with relatives,>£60k,Medium,Public,0,0,0,0,0,True,Supported housing,0,0,0,N/A,0,0.12000000000000001
a653e5c4,2020,Philip Cannon,41,35‑44,Female,White‑British,Cohabiting,GCSE/O‑Level,Employed‑full‑time,4,0,English,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
98b70449,2020,John Pierce,53,45‑54,Female,White‑British,Cohabiting,Vocational,Student,3,0,English,British citizen,Social housing,£10‑20k,Medium,Public,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
9dd9402c,2020,Shane Henderson,19,18‑24,Female,White‑British,Married/Civil partnership,Postgraduate,Student,0,0,English,Settled,Owner‑occupied,£45‑60k,Low,Private,0,0,0,0,0,0,None,0,1,0,N/A,0,0.07
cfb8b984,2020,Joshua Blair,9,0‑17,Male,White‑British,Cohabiting,Postgraduate,Disabled‑not‑working,1,0,English,British citizen,Owner‑occupied,£30‑45k,Medium,Private,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
722dccfa,2020,Eric Carney,48,45‑54,Female,White‑British,Divorced,GCSE/O‑Level,Employed‑part‑time,1,0,English,British citizen,Homeless/temporary,£20‑30k,Medium,Public,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
f6606be0,2020,Jessica Holmes,44,35‑44,Female,Black‑Caribbean,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,3,0,English,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
6598f583,2020,Danny Morgan,45,45‑54,Male,White‑British,Married/Civil partnership,Undergraduate,Retired,0,0,English,British citizen,Homeless/temporary,£10‑20k,Medium,Private,0,0,0,1,0,0,None,1,0,0,N/A,1,0.12000000000000001
c995a46d,2020,Crystal Robinson,20,18‑24,Male,Black‑African,Cohabiting,GCSE/O‑Level,Employed‑full‑time,0,0,Polish,British citizen,Living with relatives,<£10k,Medium,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
7a4560db,2020,Mark Perez,31,25‑34,Male,White‑British,Married/Civil partnership,No formal,Employed‑full‑time,0,0,Mandarin,British citizen,Homeless/temporary,£20‑30k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
6592eeea,2020,Shannon Jones,27,25‑34,Male,White‑British,Married/Civil partnership,Undergraduate,Student,1,0,English,Other,Owner‑occupied,£45‑60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
e6cad50b,2020,Michael Lewis,37,35‑44,Male,White‑Other,Married/Civil partnership,GCSE/O‑Level,Student,1,0,Other,British citizen,Social housing,£30‑45k,Medium,Private,0,0,0,0,0,True,Hostel,0,0,0,N/A,0,0.12000000000000001
bb917ef2,2020,Timothy Duncan,28,25‑34,Male,White‑British,Single,No formal,Employed‑full‑time,1,0,English,British citizen,Private rented,£45‑60k,High,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
6e41de54,2020,Richard Aguirre,39,35‑44,Male,White‑British,Single,A‑Level,Disabled‑not‑working,0,0,English,Asylum seeker,Owner‑occupied,£30‑45k,Low,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
45b34238,2020,Brent Jordan,22,18‑24,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Student,1,0,English,Pre‑settled,Owner‑occupied,£45‑60k,Low,Public,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
16218f90,2020,John Daniel,40,35‑44,Male,White‑British,Married/Civil partnership,No formal,Student,1,0,English,Pre‑settled,Social housing,£30‑45k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
f829283f,2020,Victoria Garcia,32,25‑34,Male,White‑British,Single,Vocational,Employed‑full‑time,0,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
631f2aee,2020,Gerald Hensley,35,35‑44,Male,White‑British,Married/Civil partnership,Vocational,Retired,2,0,English,British citizen,Social housing,£10‑20k,Medium,Public,1,0,0,1,0,0,None,0,0,0,N/A,0,0.12000000000000001
eb4116d1,2020,Connor West,47,45‑54,Female,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,1,0,Polish,British citizen,Private rented,£10‑20k,Medium,Public,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
895702aa,2020,Donald Wright,13,0‑17,Male,White‑Other,Single,Undergraduate,Disabled‑not‑working,0,0,Arabic,British citizen,Social housing,£20‑30k,Low,Private,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
f39f6bef,2020,Jessica Callahan,13,0‑17,Female,White‑British,Married/Civil partnership,Postgraduate,Employed‑full‑time,1,0,Polish,British citizen,Homeless/temporary,£10‑20k,Low,Private,0,0,0,1,0,0,None,0,0,0,Full,1,0.07
8e122878,2020,Amber Kidd,38,35‑44,Female,South‑Asian,Single,A‑Level,Retired,1,0,English,British citizen,Homeless/temporary,£30‑45k,Low,Private,0,0,1,0,0,True,Rough sleeping,0,0,0,N/A,1,0.17
05861a3d,2020,Tracy House,24,18‑24,Male,South‑Asian,Divorced,GCSE/O‑Level,Employed‑full‑time,0,0,Urdu,British citizen,Social housing,£30‑45k,Medium,Private,0,0,1,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
f76e961e,2020,Carol Tucker,52,45‑54,Male,White‑British,Single,GCSE/O‑Level,Employed‑part‑time,1,0,English,Other,Social housing,£10‑20k,High,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
983a030d,2020,James Brown,42,35‑44,Male,Other,Married/Civil partnership,Undergraduate,Employed‑full‑time,2,0,Polish,British citizen,Private rented,£20‑30k,Low,Private,0,1,1,0,0,0,None,0,0,0,N/A,0,0.12000000000000001
39c40308,2020,William Baker,22,18‑24,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Unemployed,1,1,Arabic,British citizen,Owner‑occupied,>£60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
5b07fe42,2020,Jordan Henderson,41,35‑44,Other,White‑Other,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,English,British citizen,Social housing,£45‑60k,Low,Private,1,0,0,1,0,0,None,0,0,0,N/A,0,0.12000000000000001
85334d39,2020,Whitney Peters,51,45‑54,Male,Other,Cohabiting,Postgraduate,Employed‑part‑time,0,0,English,Pre‑settled,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
b39d9ef1,2020,Brittney Phillips,50,45‑54,Female,White‑British,Cohabiting,No formal,Disabled‑not‑working,1,0,Urdu,British citizen,Private rented,<£10k,Low,Private,0,0,0,0,0,True,Rough sleeping,1,0,0,N/A,1,0.17
d1f334c0,2020,Lauren Daniels,19,18‑24,Female,White‑British,Single,GCSE/O‑Level,Retired,1,0,English,British citizen,Social housing,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
3fd814aa,2020,Amy Silva,26,25‑34,Female,South‑Asian,Single,Postgraduate,Unemployed,1,0,English,British citizen,Owner‑occupied,>£60k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
bfb0fe6e,2020,Sarah Moore,35,35‑44,Female,South‑Asian,Cohabiting,Undergraduate,Disabled‑not‑working,0,0,English,Pre‑settled,Social housing,£45‑60k,Low,Private,0,0,0,0,0,1,None,0,0,0,N/A,0,0.07
82fb6db8,2020,Angela Lopez,41,35‑44,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Unemployed,2,0,English,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
a8504a00,2020,Megan Young,45,45‑54,Male,White‑British,Single,Vocational,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£20‑30k,Medium,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
2b6bfc4c,2020,Steve Sanchez,13,0‑17,Male,White‑British,Married/Civil partnership,A‑Level,Student,0,0,English,British citizen,Private rented,£30‑45k,Medium,Public,0,0,0,1,0,0,None,0,0,0,Full,0,0.07
5edc2377,2020,Lisa Barnes,52,45‑54,Male,White‑British,Single,GCSE/O‑Level,Unemployed,3,0,English,Settled,Owner‑occupied,£20‑30k,Low,Public,0,0,0,0,0,0,None,1,1,0,N/A,0,0.12000000000000001
f177c2ea,2020,Kelly Donovan,8,0‑17,Male,White‑British,Single,Undergraduate,Retired,0,0,English,British citizen,Owner‑occupied,<£10k,High,Private,0,0,0,0,0,0,None,0,0,0,None,1,0.07
68d6146f,2020,Mike Allen,37,35‑44,Male,White‑British,Single,Undergraduate,Employed‑full‑time,0,0,English,Settled,Owner‑occupied,£30‑45k,Low,Private,1,0,1,0,0,0,None,0,1,0,N/A,0,0.17
a333e761,2020,Michael Evans,44,35‑44,Non‑binary,White‑British,Single,Vocational,Disabled‑not‑working,0,0,English,British citizen,Private rented,>£60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
a7ad455c,2020,Paul Jones,36,35‑44,Female,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,Other,Pre‑settled,Private rented,£20‑30k,Medium,Private,0,0,1,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
c1ed6e99,2020,Zachary Ferrell,28,25‑34,Male,White‑British,Single,Undergraduate,Retired,1,0,Other,Settled,Owner‑occupied,<£10k,Medium,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
179ecf1f,2020,Daniel Baker,21,18‑24,Male,White‑British,Married/Civil partnership,A‑Level,Student,1,0,English,British citizen,Private rented,£45‑60k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
d267a378,2020,Shirley Suarez,24,18‑24,Male,South‑Asian,Married/Civil partnership,Postgraduate,Employed‑full‑time,2,0,Mandarin,British citizen,Owner‑occupied,<£10k,High,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
ad2564b9,2020,Christopher Bass,37,35‑44,Male,South‑Asian,Married/Civil partnership,GCSE/O‑Level,Employed‑part‑time,1,0,Polish,Pre‑settled,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
7c426886,2020,Lisa Archer,40,35‑44,Female,Black‑African,Single,GCSE/O‑Level,Retired,0,0,English,British citizen,Private rented,£30‑45k,Low,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
7fd5b512,2020,Aimee Montoya,23,18‑24,Male,Black‑African,Married/Civil partnership,No formal,Employed‑part‑time,1,0,English,Other,Owner‑occupied,£20‑30k,High,Private,0,0,0,0,0,0,None,0,0,1,N/A,0,0.07
86628944,2020,Matthew Mcmillan,47,45‑54,Female,East‑Asian,Single,Vocational,Unemployed,0,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
86621657,2020,Brian Rodriguez,27,25‑34,Male,South‑Asian,Single,A‑Level,Disabled‑not‑working,1,1,Arabic,British citizen,Owner‑occupied,<£10k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
d3454a2a,2020,Denise Jacobs,33,25‑34,Female,White‑Other,Married/Civil partnership,Vocational,Employed‑full‑time,1,0,English,British citizen,Living with relatives,£30‑45k,Medium,Private,0,0,1,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
4fae77a6,2020,Christina Walters,48,45‑54,Non‑binary,White‑British,Single,A‑Level,Employed‑full‑time,0,0,English,British citizen,Owner‑occupied,<£10k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
7990f837,2020,John Whitehead,36,35‑44,Male,White‑British,Married/Civil partnership,Postgraduate,Employed‑full‑time,0,0,English,British citizen,Living with relatives,£45‑60k,High,Private,0,0,0,0,1,0,None,1,0,0,N/A,1,0.12000000000000001
a9751b05,2020,Anna Henderson,4,0‑17,Female,White‑British,Single,A‑Level,Employed‑full‑time,0,0,Polish,British citizen,Owner‑occupied,£20‑30k,Medium,Public,0,0,0,0,1,0,None,0,0,0,Partial,0,0.07
56bc314f,2020,Aaron Wise,35,35‑44,Female,White‑British,Single,GCSE/O‑Level,Employed‑part‑time,1,0,English,British citizen,Social housing,£30‑45k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
3ca5b6da,2020,Deborah Figueroa,24,18‑24,Female,White‑British,Single,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£10‑20k,High,Public,0,0,1,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
5ae6fc4a,2020,Jessica Smith,17,0‑17,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑part‑time,0,0,Other,British citizen,Owner‑occupied,<£10k,High,Private,0,1,0,0,0,0,None,0,0,0,Partial,0,0.07
69578160,2020,Stephen Mckee,26,25‑34,Female,White‑British,Divorced,GCSE/O‑Level,Employed‑full‑time,0,0,English,British citizen,Private rented,£45‑60k,High,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
770da115,2021,Sandra Aguilar,19,18‑24,Male,White‑Other,Married/Civil partnership,GCSE/O‑Level,Disabled‑not‑working,2,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
38f79e53,2021,Cameron Parker,38,35‑44,Male,Mixed,Single,A‑Level,Disabled‑not‑working,1,0,English,British citizen,Owner‑occupied,£45‑60k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
56fb2035,2021,Rebecca Valencia,32,25‑34,Female,White‑British,Cohabiting,Undergraduate,Employed‑full‑time,1,0,English,Asylum seeker,Owner‑occupied,£30‑45k,High,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
47e3f798,2021,Christine Wright,32,25‑34,Male,Black‑African,Cohabiting,GCSE/O‑Level,Employed‑full‑time,3,0,Polish,British citizen,Social housing,£45‑60k,High,Private,0,0,1,0,0,True,Hostel,0,0,0,N/A,0,0.17
5f91e2f4,2021,Richard Henson,35,35‑44,Male,White‑British,Married/Civil partnership,Vocational,Student,0,1,English,British citizen,Owner‑occupied,£20‑30k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
06211bd6,2021,Marc Moore,43,35‑44,Male,White‑British,Cohabiting,A‑Level,Employed‑part‑time,1,1,English,British citizen,Social housing,£45‑60k,Medium,Public,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
7acbf8c2,2021,Sharon Cherry,23,18‑24,Male,White‑British,Single,GCSE/O‑Level,Student,0,0,English,British citizen,Social housing,£20‑30k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
9b80d420,2021,Sierra Johnson,50,45‑54,Male,White‑British,Single,A‑Level,Student,0,0,Polish,British citizen,Living with relatives,£45‑60k,Medium,Public,0,0,1,0,0,True,Hostel,0,0,0,N/A,0,0.17
025ac06b,2021,Evelyn Galvan,27,25‑34,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Retired,1,0,English,Pre‑settled,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
cc22ef7e,2021,Sharon Cochran,17,0‑17,Female,White‑British,Single,No formal,Employed‑part‑time,0,0,English,British citizen,Owner‑occupied,<£10k,Low,Private,0,0,0,0,0,True,B&B,0,0,0,Full,0,0.12000000000000001
a303a657,2021,Richard Rodriguez,41,35‑44,Female,White‑British,Married/Civil partnership,Vocational,Employed‑full‑time,0,1,English,Settled,Private rented,£20‑30k,Low,Private,1,0,0,0,0,True,Supported housing,0,0,0,N/A,0,0.17
aaa3c567,2021,Shannon Walker,35,35‑44,Male,White‑British,Single,GCSE/O‑Level,Employed‑part‑time,1,1,Other,Refugee,Social housing,>£60k,Low,Private,0,1,0,0,0,True,B&B,0,0,0,N/A,1,0.17
50349040,2021,Julia Torres,16,0‑17,Female,White‑British,Single,Undergraduate,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£30‑45k,Medium,Private,0,0,0,0,0,0,None,1,0,0,Full,0,0.07
cc7d07ea,2021,Crystal Johnson,57,55‑64,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,4,0,English,Refugee,Homeless/temporary,£45‑60k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
