person_id,year,name,age,age_group,gender,ethnicity,marital_status,education_level,employment_status,num_children,disability_flag,primary_language,immigration_status,housing_tenure,annual_income_bracket,socio_economic_status,household_type,overcrowding_flag,damp_and_mould,single_parent_flag,council_tax_arrears,eviction_flag,history_temp_accommodation,temp_accommodation_status,familiar_domestic_abuse_flag,social_worker_involvement,youth_justice_history,school_attendance,future_homeless,risk_score
72a945ec,2023,Jordan Chambers,45,45‑54,Male,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£20‑30k,Medium,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
eab0231c,2023,Lauren Carson,14,0‑17,Female,White‑British,Married/Civil partnership,A‑Level,Student,0,0,English,British citizen,Owner‑occupied,£45‑60k,Low,Public,0,0,1,0,1,0,None,0,0,0,Full,0,0.12000000000000001
fc97a657,2023,Ashley Hall,46,45‑54,Female,White‑British,Married/Civil partnership,Vocational,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,>£60k,Low,Private,0,0,0,0,0,True,Hostel,1,0,0,N/A,0,0.17
b2d2644e,2023,Stephen Hoffman,11,0‑17,Male,Mixed,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,English,Pre‑settled,Living with relatives,£20‑30k,High,Private,0,0,0,0,0,True,B&B,0,0,0,Partial,0,0.12000000000000001
eaa3199d,2023,Connie Brown,36,35‑44,Male,White‑British,Cohabiting,A‑Level,Retired,1,1,English,British citizen,Social housing,£20‑30k,Low,Private,0,0,0,0,0,1,None,1,0,0,N/A,0,0.12000000000000001
eb9188dc,2023,Susan Turner,27,25‑34,Non‑binary,White‑British,Cohabiting,No formal,Disabled‑not‑working,2,0,English,British citizen,Owner‑occupied,<£10k,Low,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
429976ef,2023,Charles Shah,19,18‑24,Female,White‑British,Married/Civil partnership,Undergraduate,Student,1,0,English,British citizen,Owner‑occupied,£45‑60k,Medium,Private,0,0,0,0,0,0,None,0,0,1,N/A,1,0.07
6c57ea60,2023,Johnathan Davis,24,18‑24,Male,White‑British,Married/Civil partnership,Vocational,Employed‑full‑time,0,0,English,Pre‑settled,Social housing,£45‑60k,Low,Private,0,0,0,0,0,True,B&B,0,0,0,N/A,0,0.12000000000000001
9400b471,2023,Brandy Chavez,40,35‑44,Female,White‑British,Single,GCSE/O‑Level,Student,2,0,English,British citizen,Owner‑occupied,>£60k,High,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
ac85fa28,2023,Natalie Bautista,47,45‑54,Male,White‑Other,Single,Undergraduate,Employed‑part‑time,0,0,Polish,Settled,Social housing,£10‑20k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
72507181,2023,Patrick Moore,32,25‑34,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,1,0,Polish,British citizen,Owner‑occupied,>£60k,Low,Private,0,0,0,0,1,0,None,0,0,0,N/A,0,0.07
b673f1b1,2023,Brett Burns,32,25‑34,Female,White‑British,Cohabiting,A‑Level,Retired,1,0,English,Pre‑settled,Owner‑occupied,£30‑45k,Medium,Public,0,0,0,1,0,True,Hostel,0,0,0,N/A,0,0.17
de4c6f41,2023,Trevor Johnson,56,55‑64,Non‑binary,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,>£60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
d0434f4b,2023,Jeremy Sampson,5,0‑17,Male,White‑British,Single,GCSE/O‑Level,Student,2,0,English,British citizen,Private rented,£20‑30k,Low,Private,0,0,0,0,0,0,None,1,0,0,Full,0,0.07
eba672b7,2023,Ariana Jennings,31,25‑34,Non‑binary,Mixed,Single,GCSE/O‑Level,Employed‑part‑time,3,1,Arabic,British citizen,Owner‑occupied,£30‑45k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
19e15220,2023,Vanessa Howard,9,0‑17,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,Mandarin,British citizen,Social housing,£30‑45k,Medium,Public,0,0,1,0,0,0,None,0,0,0,Full,0,0.07
cbe01042,2023,Colton Martinez,38,35‑44,Female,White‑British,Divorced,GCSE/O‑Level,Employed‑full‑time,1,0,Other,Settled,Owner‑occupied,£45‑60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
ea6efa95,2023,Jordan Bates,16,0‑17,Female,South‑Asian,Married/Civil partnership,GCSE/O‑Level,Student,0,0,Polish,British citizen,Owner‑occupied,<£10k,Medium,Private,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
1c36513f,2023,Linda Smith,31,25‑34,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Unemployed,0,0,English,Asylum seeker,Owner‑occupied,£30‑45k,Low,Private,0,1,0,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
7e152801,2023,Dana Martinez,9,0‑17,Female,Black‑African,Cohabiting,GCSE/O‑Level,Employed‑full‑time,1,0,English,British citizen,Private rented,£30‑45k,Low,Private,0,0,0,1,0,0,None,0,0,0,Partial,0,0.07
cc60de05,2023,Andrea Hubbard,43,35‑44,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Unemployed,4,0,English,Pre‑settled,Owner‑occupied,>£60k,Low,Private,0,0,0,0,1,0,None,1,0,0,N/A,0,0.12000000000000001
480c2c30,2023,Daniel Kane,20,18‑24,Female,White‑British,Married/Civil partnership,A‑Level,Student,1,0,English,British citizen,Homeless/temporary,>£60k,Low,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
195019f6,2023,Charles Lester,53,45‑54,Female,White‑Other,Married/Civil partnership,No formal,Retired,1,0,English,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,1,0,None,0,0,0,N/A,0,0.07
2be503b9,2023,Scott Thomas,34,25‑34,Female,Black‑African,Single,A‑Level,Employed‑full‑time,1,0,Mandarin,British citizen,Social housing,£30‑45k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
b1d78d81,2023,David Thompson,51,45‑54,Male,Other,Married/Civil partnership,Vocational,Employed‑full‑time,1,0,English,Pre‑settled,Private rented,£10‑20k,Medium,Private,0,0,1,0,0,True,Hostel,0,0,0,N/A,0,0.17
34d9f416,2023,Allison Smith,42,35‑44,Male,White‑British,Single,GCSE/O‑Level,Student,1,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
e9d5c8dd,2023,Cynthia Morris,52,45‑54,Male,Black‑African,Married/Civil partnership,Vocational,Unemployed,1,0,English,Asylum seeker,Private rented,£30‑45k,High,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
153009ab,2023,Anthony Harmon,56,55‑64,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,0,0,English,Other,Owner‑occupied,£10‑20k,Low,Private,0,1,0,0,0,0,None,1,0,0,N/A,0,0.12000000000000001
e2d36b39,2023,Nichole Alvarez,40,35‑44,Male,White‑Other,Single,GCSE/O‑Level,Student,2,0,English,British citizen,Private rented,£20‑30k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
ba779c04,2023,Kayla Rodriguez,29,25‑34,Other,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,0,0,Mandarin,Settled,Owner‑occupied,£30‑45k,Medium,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
4bab27c8,2023,Theresa Williams,12,0‑17,Male,South‑Asian,Single,A‑Level,Disabled‑not‑working,0,0,Other,British citizen,Owner‑occupied,£20‑30k,Low,Private,0,0,0,0,0,True,B&B,0,0,0,Full,0,0.12000000000000001
f8721be0,2023,Sharon Boyd,19,18‑24,Female,Mixed,Married/Civil partnership,Undergraduate,Employed‑part‑time,0,0,English,British citizen,Owner‑occupied,£20‑30k,High,Public,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
2477aecd,2023,Victor Brown,23,18‑24,Male,White‑British,Married/Civil partnership,Vocational,Student,0,0,Arabic,British citizen,Owner‑occupied,<£10k,High,Public,1,0,0,0,0,True,B&B,0,0,0,N/A,0,0.17
d1e2d8fe,2023,James Parks,34,25‑34,Female,Mixed,Cohabiting,A‑Level,Employed‑full‑time,0,0,English,British citizen,Social housing,<£10k,Medium,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
fd91013f,2023,Theodore Jones Jr.,49,45‑54,Female,White‑British,Married/Civil partnership,Undergraduate,Employed‑full‑time,0,0,Polish,British citizen,Private rented,£20‑30k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
2671a676,2023,Ana Hill,31,25‑34,Female,Other,Single,GCSE/O‑Level,Disabled‑not‑working,1,1,English,Other,Owner‑occupied,£30‑45k,High,Public,1,0,0,0,0,0,None,0,0,0,N/A,1,0.07
d15cbf43,2023,Kimberly Nguyen,48,45‑54,Male,South‑Asian,Cohabiting,A‑Level,Unemployed,2,0,English,British citizen,Owner‑occupied,£20‑30k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
6a746d3a,2023,Kerry Chavez DDS,7,0‑17,Male,White‑British,Married/Civil partnership,A‑Level,Student,0,0,Arabic,Refugee,Owner‑occupied,£30‑45k,Low,Private,1,0,1,0,0,1,None,0,0,0,Full,0,0.17
ade51149,2023,Michael Farrell,14,0‑17,Male,White‑British,Single,A‑Level,Student,0,1,English,British citizen,Living with relatives,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
87554833,2023,Patricia Le,48,45‑54,Female,East‑Asian,Cohabiting,A‑Level,Student,1,0,Polish,British citizen,Owner‑occupied,£45‑60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
2c917e64,2023,Jesse Perez,17,0‑17,Non‑binary,White‑British,Single,A‑Level,Unemployed,0,0,English,British citizen,Private rented,£10‑20k,Low,Private,0,0,0,0,0,True,Supported housing,0,0,0,Full,0,0.12000000000000001
943896f6,2023,Jesse Perry,38,35‑44,Male,White‑British,Cohabiting,Vocational,Employed‑full‑time,0,0,English,British citizen,Private rented,£20‑30k,High,Public,0,0,0,0,0,True,Supported housing,0,0,0,N/A,0,0.12000000000000001
119d07c6,2023,Jeffery Ortega,63,55‑64,Male,Black‑African,Single,A‑Level,Disabled‑not‑working,0,0,Polish,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
fcb083a9,2023,Christian Leblanc,28,25‑34,Female,White‑British,Married/Civil partnership,Vocational,Unemployed,0,0,English,British citizen,Homeless/temporary,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
73bdb0a3,2023,Ronald Davis,16,0‑17,Female,White‑British,Married/Civil partnership,A‑Level,Disabled‑not‑working,0,0,Mandarin,British citizen,Social housing,<£10k,High,Private,0,0,0,1,0,0,None,1,0,0,Full,0,0.12000000000000001
5a3e6f39,2023,Parker Cain,61,55‑64,Male,South‑Asian,Cohabiting,A‑Level,Employed‑full‑time,1,0,English,British citizen,Living with relatives,£10‑20k,Medium,Private,1,0,1,1,0,0,None,0,0,0,N/A,0,0.17
190771c5,2023,Laurie Hoffman,51,45‑54,Male,South‑Asian,Married/Civil partnership,Vocational,Student,0,0,English,Pre‑settled,Homeless/temporary,£30‑45k,Low,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
dfbaa3e7,2023,Bryan Gomez,55,55‑64,Female,White‑British,Widowed,Vocational,Retired,1,1,English,British citizen,Social housing,£20‑30k,Medium,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
6d3e6962,2023,Nicole Parrish,53,45‑54,Non‑binary,White‑British,Single,A‑Level,Unemployed,1,0,English,British citizen,Private rented,£20‑30k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
cc0a0088,2023,Tracy Burke,8,0‑17,Male,White‑Other,Cohabiting,A‑Level,Retired,0,0,English,British citizen,Private rented,£30‑45k,Low,Private,0,0,1,1,0,0,None,1,0,0,Full,0,0.17
eae0c5c8,2023,Kenneth Lewis,45,45‑54,Female,Black‑Caribbean,Married/Civil partnership,A‑Level,Unemployed,0,0,English,Refugee,Social housing,£30‑45k,Low,Private,0,0,0,0,0,True,Supported housing,0,0,0,N/A,0,0.12000000000000001
1eccce96,2023,Courtney Rodriguez,28,25‑34,Female,White‑British,Single,A‑Level,Employed‑part‑time,1,0,English,British citizen,Owner‑occupied,<£10k,Medium,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
21f4bb3c,2023,Holly Farmer,58,55‑64,Female,Other,Single,GCSE/O‑Level,Student,0,0,English,Settled,Owner‑occupied,£45‑60k,Low,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
3a05e795,2023,Renee Bruce,53,45‑54,Female,White‑British,Single,A‑Level,Disabled‑not‑working,1,0,English,Asylum seeker,Social housing,£45‑60k,Medium,Private,0,0,0,0,1,True,Supported housing,0,0,0,N/A,0,0.17
26aa394f,2023,Sabrina Austin,35,35‑44,Male,Black‑Caribbean,Married/Civil partnership,Vocational,Employed‑full‑time,0,0,English,Settled,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
99de1393,2023,Allison Hickman,51,45‑54,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,English,Settled,Living with relatives,£30‑45k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
4207fc2c,2023,Debra White,8,0‑17,Female,White‑British,Divorced,GCSE/O‑Level,Unemployed,2,0,English,British citizen,Social housing,£30‑45k,High,Private,0,0,0,0,0,0,None,0,0,0,Full,0,0.02
3cd28421,2023,Ellen Morgan,63,55‑64,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,2,0,Urdu,British citizen,Social housing,£20‑30k,Medium,Public,0,0,0,0,0,0,None,0,1,0,N/A,0,0.07
959076ef,2023,Sergio Knight,63,55‑64,Male,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,0,0,English,British citizen,Social housing,£45‑60k,Low,Private,1,0,0,0,1,0,None,0,0,0,N/A,1,0.12000000000000001
589b9c43,2023,Charles Schultz,36,35‑44,Female,Mixed,Single,A‑Level,Employed‑part‑time,1,0,English,Settled,Private rented,>£60k,Medium,Public,1,0,1,0,0,0,None,0,0,0,N/A,1,0.12000000000000001
491ecab3,2023,Paul Lewis,38,35‑44,Female,White‑British,Cohabiting,Undergraduate,Employed‑full‑time,1,0,English,British citizen,Living with relatives,£20‑30k,Medium,Private,0,1,1,0,0,0,None,0,0,0,N/A,0,0.12000000000000001
198662f0,2023,Glen Wood,34,25‑34,Female,White‑British,Single,No formal,Student,0,0,Arabic,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,1,0,0,N/A,0,0.07
27b155b1,2023,Paula Bradley,47,45‑54,Male,White‑British,Married/Civil partnership,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,£20‑30k,Low,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
7d68b9fe,2023,Anthony Moore,68,65+,Female,Mixed,Cohabiting,Vocational,Disabled‑not‑working,0,0,English,Pre‑settled,Private rented,£45‑60k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
bddfe6a6,2023,Megan Nelson,54,45‑54,Male,White‑British,Married/Civil partnership,Vocational,Employed‑full‑time,2,0,Other,Settled,Owner‑occupied,£20‑30k,Medium,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
97cb60aa,2023,Karla Ramos,41,35‑44,Male,Black‑Caribbean,Single,Postgraduate,Student,3,0,Mandarin,British citizen,Owner‑occupied,£45‑60k,Medium,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
b03d15aa,2023,Paul Wilson,62,55‑64,Female,South‑Asian,Married/Civil partnership,Vocational,Employed‑full‑time,0,0,English,British citizen,Private rented,£20‑30k,Medium,Public,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
d393ad00,2023,Douglas Gregory,43,35‑44,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,English,British citizen,Private rented,£20‑30k,High,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
c3ac0134,2023,Mr. Andrew Foster,35,35‑44,Female,White‑British,Single,A‑Level,Employed‑full‑time,1,0,English,British citizen,Owner‑occupied,>£60k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
6b34e148,2023,Aimee Turner,22,18‑24,Male,Black‑African,Single,No formal,Employed‑full‑time,0,0,English,Other,Social housing,£20‑30k,Low,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
eef61281,2023,Chad Scott,45,45‑54,Female,Black‑African,Married/Civil partnership,Vocational,Disabled‑not‑working,2,0,English,British citizen,Social housing,£10‑20k,Low,Public,0,0,0,0,0,True,Hostel,0,0,0,N/A,0,0.12000000000000001
d9ec48fe,2023,Adam Burgess,31,25‑34,Female,White‑British,Single,GCSE/O‑Level,Student,1,0,Other,British citizen,Private rented,£45‑60k,Medium,Private,0,0,0,1,0,0,None,0,0,0,N/A,0,0.07
cc55c08d,2023,James Padilla,24,18‑24,Male,White‑Other,Single,A‑Level,Student,1,0,English,Asylum seeker,Private rented,<£10k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
10007c7e,2023,Sandra Drake,17,0‑17,Female,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,1,English,Refugee,Owner‑occupied,>£60k,Low,Private,0,0,0,1,0,0,None,0,0,0,Full,0,0.07
8c66bad2,2023,Scott Williams,40,35‑44,Male,White‑Other,Cohabiting,A‑Level,Retired,0,0,English,British citizen,Owner‑occupied,£20‑30k,Low,Private,0,1,0,0,0,1,None,0,0,0,N/A,0,0.12000000000000001
ffa86de3,2023,Thomas Atkins,51,45‑54,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,English,British citizen,Owner‑occupied,<£10k,Medium,Private,0,1,0,0,0,0,None,0,0,0,N/A,0,0.07
bba4486e,2023,Laura Mckinney,26,25‑34,Male,White‑British,Widowed,Undergraduate,Student,2,0,English,British citizen,Social housing,£20‑30k,High,Private,0,0,1,0,0,0,None,0,0,0,N/A,0,0.07
056a7413,2023,Brian Smith,29,25‑34,Male,White‑British,Single,GCSE/O‑Level,Employed‑full‑time,2,0,English,British citizen,Owner‑occupied,£10‑20k,Medium,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
870aa440,2023,Robert Montgomery,34,25‑34,Male,Black‑Caribbean,Single,GCSE/O‑Level,Student,1,0,English,British citizen,Owner‑occupied,£30‑45k,Low,Public,1,0,0,0,1,0,None,0,0,0,N/A,0,0.12000000000000001
ffc03acb,2023,Tamara Davis,22,18‑24,Male,Other,Single,GCSE/O‑Level,Retired,0,0,English,Settled,Private rented,£45‑60k,Medium,Public,0,0,0,0,0,True,B&B,0,0,0,N/A,0,0.12000000000000001
5ab2e4d4,2023,Dana Chapman,13,0‑17,Male,White‑British,Married/Civil partnership,GCSE/O‑Level,Employed‑full‑time,0,0,Arabic,British citizen,Social housing,£45‑60k,Low,Private,0,0,0,0,0,True,Rough sleeping,0,0,0,Full,0,0.12000000000000001
6fcda3bb,2023,Jennifer Collins,49,45‑54,Male,White‑British,Cohabiting,Vocational,Employed‑full‑time,2,1,Other,British citizen,Owner‑occupied,£30‑45k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
71867125,2023,Gary Jackson,15,0‑17,Female,White‑British,Married/Civil partnership,Vocational,Disabled‑not‑working,0,0,English,British citizen,Owner‑occupied,£45‑60k,High,Private,0,0,0,0,0,0,None,0,0,0,Partial,0,0.02
7e3c2220,2023,Ashley Hicks,29,25‑34,Male,White‑British,Single,GCSE/O‑Level,Employed‑part‑time,2,0,Other,Settled,Owner‑occupied,£10‑20k,Low,Private,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
a04c85fe,2023,Hannah Luna,35,35‑44,Female,Black‑African,Married/Civil partnership,A‑Level,Employed‑full‑time,0,0,Polish,British citizen,Owner‑occupied,£30‑45k,High,Public,0,0,0,0,0,0,None,0,0,0,N/A,0,0.02
